标题,价格(元/月),区域,户型,面积(㎡),朝向,详情链接
整租·龙光玖珑臺 4室2厅 东南,1800,邕宁区-龙岗-龙光玖珑臺,4室2厅2卫,120.00,东南,https://nn.zu.ke.com/zufang/NN1607710530078769152.html
整租·五洲国际 3室2厅 复式 东南,3600,青秀区-东盟商务区-五洲国际,3室2厅2卫,93.00,东南,https://nn.zu.ke.com/zufang/NN1595344638875533312.html
整租·自治区人事厅宿舍 3室2厅 南,2000,青秀区-东葛路-自治区人事厅宿舍,3室2厅1卫,90.00,南,https://nn.zu.ke.com/zufang/NN1585553774879965184.html
整租·华兴大厦 4室2厅 东南,3000,青秀区-东葛路-华兴大厦,4室2厅2卫,180.00,东南,https://nn.zu.ke.com/zufang/NN1619298603816189952.html
整租·盛湖悦景 4室2厅 南/北,1500,邕宁区-龙岗-盛湖悦景,4室2厅2卫,111.00,N/A,https://nn.zu.ke.com/zufang/NN1625358558818205696.html
整租·檀府印象檀熙 3室2厅 南,1500,良庆区-五象湖-檀府印象檀熙,3室2厅2卫,98.00,南,https://nn.zu.ke.com/zufang/NN1635230171214643200.html
整租·东方曼哈顿 1室1厅 西,4500,青秀区-金湖-东方曼哈顿,1室1厅0卫,90.00,西,https://nn.zu.ke.com/zufang/NN1637416753698963456.html
整租·绿地中央广场 1室0厅 东南,2000,青秀区-青秀万达-绿地中央广场,1室0厅1卫,38.80,东南,https://nn.zu.ke.com/zufang/NN1638504187195031552.html
整租·绿地中央广场 1室0厅 东南,2300,青秀区-青秀万达-绿地中央广场,1室0厅1卫,38.86,东南,https://nn.zu.ke.com/zufang/NN1638504657783357440.html
整租·塞纳维拉花园 4室2厅 南/北,3000,青秀区-凤岭北-塞纳维拉花园,4室2厅2卫,175.00,N/A,https://nn.zu.ke.com/zufang/NN2861427298706931712.html
整租·丰业·柠檬宿 1室0厅 北,950,西乡塘区-北湖南-丰业 - 柠檬宿,1室0厅1卫,46.41,北,https://nn.zu.ke.com/zufang/NN2864349007990226944.html
整租·龙光玖誉湖御湖 4室2厅 南/北,2000,良庆区-五象文旅-龙光玖誉湖御湖,4室2厅2卫,116.00,N/A,https://nn.zu.ke.com/zufang/NN2858696402698248192.html
整租·恒大御景 4室2厅 南/北,1800,良庆区-玉洞-恒大御景,4室2厅2卫,124.20,N/A,https://nn.zu.ke.com/zufang/NN2850601839173844992.html
整租·东葛华都 1室1厅 东南,2000,青秀区-东葛路-东葛华都,1室1厅1卫,80.00,东南,https://nn.zu.ke.com/zufang/NN2871076649141534720.html
整租·新竹小区 4室1厅 南,2200,青秀区-东葛路-新竹小区,4室1厅1卫,90.00,南,https://nn.zu.ke.com/zufang/NN2899357907051085824.html
整租·万科魅力之城 3室2厅 东南,1300,良庆区-五象湖-万科魅力之城,3室2厅1卫,78.00,东南,https://nn.zu.ke.com/zufang/NN2898584424234876928.html
整租·富宁新兴苑 4室2厅 南/北,2000,江南区-五一路-富宁新兴苑,4室2厅2卫,121.00,N/A,https://nn.zu.ke.com/zufang/NN2823947640998199296.html
整租·天立TT国际 1室1厅 南,1200,青秀区-金湖-天立TT国际,1室1厅1卫,55.00,南,https://nn.zu.ke.com/zufang/NN2760899275293458432.html
整租·龙光玖誉湖澜湖 3室2厅 南,2000,良庆区-五象文旅-龙光玖誉湖澜湖,3室2厅2卫,89.00,南,https://nn.zu.ke.com/zufang/NN2776075787449933824.html
整租·龙光玖珑臺 4室2厅 南,1800,邕宁区-龙岗-龙光玖珑臺,4室2厅2卫,115.00,南,https://nn.zu.ke.com/zufang/NN2839687231705456640.html
整租·联盟新城 4室2厅 复式 东南,6200,青秀区-东盟商务区-联盟新城,4室2厅2卫,300.00,东南,https://nn.zu.ke.com/zufang/NN2848706573965205504.html
整租·烟草公司生活区 3室1厅 东南,1100,青秀区-东葛路-烟草公司生活区,3室1厅1卫,80.00,东南,https://nn.zu.ke.com/zufang/NN2844052019390717952.html
整租·融创九棠府二期 4室2厅 南,2000,良庆区-五象湖-融创九棠府二期,4室2厅2卫,129.00,南,https://nn.zu.ke.com/zufang/NN2848638016623755264.html
整租·中房琅东小区 3室2厅 南,2500,青秀区-金湖-中房琅东小区,3室2厅2卫,103.00,南,https://nn.zu.ke.com/zufang/NN1707710900963639296.html
整租·天誉半岛 5室2厅 东南,3000,良庆区-五象文旅-天誉半岛,5室2厅2卫,140.00,东南,https://nn.zu.ke.com/zufang/NN1709087681499103232.html
整租·印象·愉景湾 4室2厅 南,2000,良庆区-五象湖-印象 - 愉景湾,4室2厅2卫,110.00,南,https://nn.zu.ke.com/zufang/NN1700512056924438528.html
整租·蓝宝国际 1室1厅 南,1800,青秀区-琅东-蓝宝国际,1室1厅1卫,40.50,南,https://nn.zu.ke.com/zufang/NN1709523016490156032.html
整租·太阳广场 4室2厅 东南,3800,兴宁区-朝阳-太阳广场,4室2厅2卫,165.00,东南,https://nn.zu.ke.com/zufang/NN1739176151043014656.html
整租·龙光世纪中心 3室1厅 东南,11000,青秀区-东盟商务区-龙光世纪中心,3室1厅1卫,126.75,东南,https://nn.zu.ke.com/zufang/NN1718110118542835712.html
整租·霖峰壹号3组团 1室1厅 东南,14500,青秀区-凤岭北-霖峰壹号3组团,1室1厅1卫,188.00,东南,https://nn.zu.ke.com/zufang/NN1717053938286460928.html
整租·青秀万达 1室0厅 东,3360,青秀区-青秀万达-青秀万达,1室0厅0卫,56.00,东,https://nn.zu.ke.com/zufang/NN1739138408036433920.html
整租·澜湾九里二期 3室2厅 南,3500,良庆区-五象核心区-澜湾九里二期,3室2厅2卫,137.00,南,https://nn.zu.ke.com/zufang/NN1677525639415988224.html
整租·碧园南城故事 3室2厅 南,1500,江南区-经开区-碧园南城故事,3室2厅2卫,110.00,南,https://nn.zu.ke.com/zufang/NN1739610977290158080.html
整租·润和谷 3室2厅 南,1300,青秀区-仙葫-润和谷,3室2厅2卫,116.24,南,https://nn.zu.ke.com/zufang/NN1676511918866563072.html
整租·时代天骄 1室1厅 南,4500,西乡塘区-西大-时代天骄,1室1厅1卫,120.00,南,https://nn.zu.ke.com/zufang/NN1735604835517988864.html
整租·金碧苑小区 3室2厅 东南,3800,青秀区-金湖-金碧苑小区,3室2厅2卫,149.14,东南,https://nn.zu.ke.com/zufang/NN1685167887628632064.html
整租·园湖南路34号 4室2厅 南,2800,青秀区-东葛路-园湖南路34号,4室2厅2卫,142.00,南,https://nn.zu.ke.com/zufang/NN1736693374804557824.html
整租·悦桂绿地新世界 3室2厅 南,1700,江南区-经开区-悦桂绿地新世界,3室2厅2卫,105.00,南,https://nn.zu.ke.com/zufang/NN1994366342643318784.html
整租·中房翡翠园一期 4室2厅 南,2500,青秀区-琅东-中房翡翠园一期,4室2厅2卫,150.00,南,https://nn.zu.ke.com/zufang/NN1993913639580467200.html
整租·万科金域中央二期 3室2厅 南,2950,良庆区-玉洞-万科金域中央二期,3室2厅2卫,100.00,南,https://nn.zu.ke.com/zufang/NN1994645639949975552.html
整租·天誉城 1室1厅 南,1800,良庆区-五象文旅-天誉城,1室1厅1卫,30.00,南,https://nn.zu.ke.com/zufang/NN1997154056568569856.html
整租·金湖帝景 1室0厅 南,800,青秀区-金湖-金湖帝景,1室0厅0卫,25.00,南,https://nn.zu.ke.com/zufang/NN1993567969740849152.html
整租·农行家属院住宅区 4室2厅 南/北,4500,青秀区-金湖-农行家属院住宅区,4室2厅2卫,170.00,N/A,https://nn.zu.ke.com/zufang/NN1993546957116669952.html
整租·昊然风景 3室2厅 南,3300,青秀区-琅东-昊然风景,3室2厅2卫,121.00,南,https://nn.zu.ke.com/zufang/NN1993250520789155840.html
整租·金菲豪园 3室2厅 南/北,4000,青秀区-东盟商务区-金菲豪园,3室2厅2卫,142.65,N/A,https://nn.zu.ke.com/zufang/NN1993148618646749184.html
整租·边防警官公寓 4室2厅 南,5500,青秀区-凤岭北-边防警官公寓,4室2厅2卫,200.00,南,https://nn.zu.ke.com/zufang/NN1997908438394339328.html
整租·五象世茂中心 1室1厅 南,1600,良庆区-五象核心区-五象世茂中心,1室1厅1卫,39.00,南,https://nn.zu.ke.com/zufang/NN1997901375765217280.html
整租·天昌东盟中央城B区 2室1厅 南/北,2600,青秀区-东盟商务区-天昌东盟中央城B区,2室1厅1卫,58.00,N/A,https://nn.zu.ke.com/zufang/NN1998036542240587776.html
整租·枫林蓝岸 4室2厅 南,5000,青秀区-凤岭北-枫林蓝岸,4室2厅2卫,166.00,南,https://nn.zu.ke.com/zufang/NN1998245122378039296.html
整租·国贸中心 1室1厅 南,1500,青秀区-朝阳-国贸中心,1室1厅1卫,59.00,南,https://nn.zu.ke.com/zufang/NN1998244522512875520.html
整租·又一居公寓 1室0厅 东南,700,西乡塘区-西大-又一居公寓,1室0厅1卫,30.00,东南,https://nn.zu.ke.com/zufang/NN1998294933810708480.html
整租·国贸中心 3室2厅 南,6000,青秀区-朝阳-国贸中心,3室2厅1卫,196.00,南,https://nn.zu.ke.com/zufang/NN1998296241573724160.html
整租·宝能五象湖一号 3室2厅 南,800,良庆区-五象湖-宝能五象湖一号,3室2厅1卫,92.00,南,https://nn.zu.ke.com/zufang/NN1998321837242580992.html
整租·区水利厅机关大院 3室2厅 南,3300,青秀区-东葛路-区水利厅机关大院,3室2厅2卫,120.00,南,https://nn.zu.ke.com/zufang/NN1998327100750168064.html
整租·霖峰壹號2组团 3室2厅 南,3000,青秀区-凤岭北-霖峰壹號2组团,3室2厅2卫,89.00,南,https://nn.zu.ke.com/zufang/NN1998423900811165696.html
整租·大唐总部一号 4室4厅 东南,13000,良庆区-五象核心区-大唐总部一号,4室4厅2卫,260.00,东南,https://nn.zu.ke.com/zufang/NN1998353513771433984.html
整租·昊然风景 0室0厅 东,300,青秀区-琅东-昊然风景,地下室,30.00,东,https://nn.zu.ke.com/zufang/NN1998328569201164288.html
整租·和美春天 1室0厅 南,400,青秀区-琅东-和美春天,1室0厅0卫,17.00,南,https://nn.zu.ke.com/zufang/NN1998356215444275200.html
整租·南宁绿地中心 2室1厅 南,6000,良庆区-五象核心区-南宁绿地中心,2室1厅0卫,120.00,南,https://nn.zu.ke.com/zufang/NN1998712648547434496.html
整租·美泉1612 4室2厅 南/北,5000,青秀区-凤岭北-美泉1612,4室2厅2卫,136.68,N/A,https://nn.zu.ke.com/zufang/NN1998707545971097600.html
整租·五象世茂中心 1室0厅 南,1350,良庆区-五象核心区-五象世茂中心,1室0厅1卫,40.00,南,https://nn.zu.ke.com/zufang/NN1998677207198728192.html
整租·金康天和时代 1室1厅 南,1500,江南区-白沙星光-金康天和时代,1室1厅1卫,91.00,南,https://nn.zu.ke.com/zufang/NN1998606889973186560.html
整租·振宁公寓 3室2厅 东南,2600,西乡塘区-北湖南-振宁公寓,3室2厅2卫,113.00,东南,https://nn.zu.ke.com/zufang/NN2021965884049850368.html
整租·人和莱茵鹭湖 4室2厅 南,2300,西乡塘区-心圩区-人和莱茵鹭湖,4室2厅2卫,97.00,南,https://nn.zu.ke.com/zufang/NN2022289066191486976.html
整租·展厦景湾生活区 4室2厅 南,3500,青秀区-凤岭北-展厦景湾生活区,4室2厅2卫,170.00,南,https://nn.zu.ke.com/zufang/NN2022295688208973824.html
整租·光明城市 4室2厅 东南/南,1800,良庆区-五象湖-光明城市,4室2厅2卫,145.00,N/A,https://nn.zu.ke.com/zufang/NN2022198410089594880.html
整租·德瑞花园 2室1厅 南/北,2900,青秀区-凤岭北-德瑞花园,2室1厅1卫,62.57,N/A,https://nn.zu.ke.com/zufang/NN2022199003759771648.html
整租·蓝山上城 1室1厅 南,1700,青秀区-凤岭北-蓝山上城,1室1厅1卫,48.00,南,https://nn.zu.ke.com/zufang/NN2022267798029336576.html
整租·半岛康城 3室2厅 南,2200,青秀区-柳沙-半岛康城,3室2厅2卫,126.00,南,https://nn.zu.ke.com/zufang/NN2022239717470240768.html
整租·教育路3号住宅小区 4室2厅 南/北,4000,青秀区-星湖-教育路3号住宅小区,4室2厅2卫,144.00,N/A,https://nn.zu.ke.com/zufang/NN2022234250224336896.html
整租·金龙理想1号 3室2厅 南,2500,青秀区-凤岭北-金龙理想1号,3室2厅2卫,118.00,南,https://nn.zu.ke.com/zufang/NN2022345620303380480.html
整租·彰泰城B区 4室2厅 南/北,3300,良庆区-五象核心区-彰泰城B区,4室2厅2卫,136.86,N/A,https://nn.zu.ke.com/zufang/NN2022535257542098944.html
整租·龙光玖珑臺 1室2厅 南,1500,邕宁区-龙岗-龙光玖珑臺,1室2厅1卫,60.00,南,https://nn.zu.ke.com/zufang/NN2022642035055394816.html
整租·盛世·联邦广场 3室2厅 南,2000,兴宁区-朝阳-盛世 - 联邦广场,3室2厅2卫,96.00,南,https://nn.zu.ke.com/zufang/NN2022870399481544704.html
整租·花畔里 3室2厅 南,1300,邕宁区-龙岗-花畔里,3室2厅2卫,89.00,南,https://nn.zu.ke.com/zufang/NN2022958087198998528.html
整租·天誉城 1室1厅 南,1200,良庆区-五象文旅-天誉城,1室1厅1卫,30.00,南,https://nn.zu.ke.com/zufang/NN2022965342464114688.html
整租·云星钱隆首府E地块 3室2厅 南,3200,良庆区-五象核心区-云星钱隆首府E地块,3室2厅2卫,113.00,南,https://nn.zu.ke.com/zufang/NN2022540799916376064.html
整租·檀府印象檀逸 4室2厅 南,2000,良庆区-五象文旅-檀府印象檀逸,4室2厅2卫,116.00,南,https://nn.zu.ke.com/zufang/NN2022541493935276032.html
整租·天誉花园3组团 4室2厅 东/南,1800,良庆区-五象文旅-天誉花园3组团,4室2厅2卫,89.00,N/A,https://nn.zu.ke.com/zufang/NN2023353437185376256.html
整租·庭香園 1室0厅 南,1000,江南区-经开区-庭香園,1室0厅1卫,36.00,南,https://nn.zu.ke.com/zufang/NN2023363238053281792.html
整租·金源CBD现代城 3室1厅 东南,8000,青秀区-金湖-金源CBD现代城,3室1厅0卫,218.00,东南,https://nn.zu.ke.com/zufang/NN2023362466485895168.html
整租·盛天华府 3室1厅 东南,3500,青秀区-东盟商务区-盛天华府,3室1厅1卫,72.00,东南,https://nn.zu.ke.com/zufang/NN2023343719675068416.html
整租·金源CBD现代城 6室2厅 东南,26000,青秀区-金湖-金源CBD现代城,6室2厅0卫,54.47,东南,https://nn.zu.ke.com/zufang/NN2023370721085882368.html
整租·金源CBD现代城 6室2厅 东南,26000,青秀区-金湖-金源CBD现代城,6室2厅0卫,65.84,东南,https://nn.zu.ke.com/zufang/NN2023370165281882112.html
整租·金源CBD现代城 6室2厅 东南,26000,青秀区-金湖-金源CBD现代城,6室2厅0卫,57.51,东南,https://nn.zu.ke.com/zufang/NN2023371404501581824.html
整租·金源CBD现代城 6室2厅 东南,26000,青秀区-金湖-金源CBD现代城,6室2厅0卫,736.00,东南,https://nn.zu.ke.com/zufang/NN2023368789814411264.html
整租·金源CBD现代城 6室2厅 东南,26000,青秀区-金湖-金源CBD现代城,6室2厅0卫,736.00,东南,https://nn.zu.ke.com/zufang/NN2023372060520087552.html
整租·金源CBD现代城 5室2厅 东南,26000,青秀区-金湖-金源CBD现代城,5室2厅0卫,736.00,东南,https://nn.zu.ke.com/zufang/NN2023372311268163584.html
整租·建发和鸣 2室2厅 南/北,1300,邕宁区-龙岗-建发和鸣,2室2厅1卫,78.14,N/A,https://nn.zu.ke.com/zufang/NN2023422045898932224.html
整租·建发鼎华北大珑廷 1室1厅 东南,2100,西乡塘区-西大-建发鼎华北大珑廷,1室1厅1卫,38.82,东南,https://nn.zu.ke.com/zufang/NN2023599069347184640.html
整租·金科城 3室2厅 东南,1200,良庆区-五象湖-金科城,3室2厅2卫,89.00,东南,https://nn.zu.ke.com/zufang/NN2023708760421171200.html
整租·盛天东郡 2室2厅 南,1600,兴宁区-兴宁东-盛天东郡,2室2厅1卫,89.00,南,https://nn.zu.ke.com/zufang/NN2023963799513464832.html
整租·城市花园 2室2厅 错层 东南,2600,青秀区-金湖-城市花园,2室2厅1卫,85.00,东南,https://nn.zu.ke.com/zufang/NN2023693700541972480.html
整租·万达广场 1室1厅 南,1800,江南区-白沙星光-万达广场,1室1厅1卫,45.00,南,https://nn.zu.ke.com/zufang/NN2023695207886749696.html
整租·嘉士摩根国际 3室2厅 南,1700,兴宁区-朝阳-嘉士摩根国际,3室2厅1卫,75.31,南,https://nn.zu.ke.com/zufang/NN2023642357324316672.html
整租·荣和·千千树 4室2厅 南,2500,青秀区-凤岭北-荣和 - 千千树,4室2厅2卫,92.00,南,https://nn.zu.ke.com/zufang/NN2023673288433074176.html
整租·凤岭名园 1室1厅 东,1500,青秀区-凤岭北-凤岭名园,1室1厅1卫,40.00,东,https://nn.zu.ke.com/zufang/NN2023601435383431168.html
整租·万科第五园 3室2厅 南,1600,兴宁区-兴宁东-万科第五园,3室2厅2卫,96.00,南,https://nn.zu.ke.com/zufang/NN2023372634862911488.html
整租·华润二十四城 3室2厅 南,3200,良庆区-五象湖-华润二十四城,3室2厅2卫,89.00,南,https://nn.zu.ke.com/zufang/NN2023755221309587456.html
整租·荣和·千千树 4室2厅 南/北,3000,青秀区-凤岭北-荣和 - 千千树,4室2厅2卫,92.00,N/A,https://nn.zu.ke.com/zufang/NN2023707396471259136.html
整租·绿地 · 国际花都 3室2厅 东南/南,1700,良庆区-五象湖-绿地  -  国际花都,3室2厅1卫,89.00,N/A,https://nn.zu.ke.com/zufang/NN2052683073975222272.html
整租·龙光玖誉湖澜湖 3室2厅 南,1900,良庆区-五象文旅-龙光玖誉湖澜湖,3室2厅2卫,98.00,南,https://nn.zu.ke.com/zufang/NN2052638135086481408.html
整租·花畔里 3室1厅 南,1200,邕宁区-龙岗-花畔里,3室1厅1卫,90.00,南,https://nn.zu.ke.com/zufang/NN2052688495054422016.html
整租·五洲国际 4室2厅 北,6500,青秀区-东盟商务区-五洲国际,4室2厅2卫,147.00,北,https://nn.zu.ke.com/zufang/NN2053081512051474432.html
整租·荣和大地二组团 4室2厅 南/北,3300,青秀区-凤岭北-荣和大地二组团,4室2厅2卫,120.00,N/A,https://nn.zu.ke.com/zufang/NN2053100144714317824.html
整租·天誉城 1室1厅 复式 南,1300,良庆区-五象文旅-天誉城,1室1厅1卫,30.00,南,https://nn.zu.ke.com/zufang/NN2053107689461907456.html
整租·保利领秀前城领秀府 4室2厅 南/北,3800,青秀区-凤岭南-保利领秀前城领秀府,4室2厅2卫,148.00,N/A,https://nn.zu.ke.com/zufang/NN2053104902846021632.html
整租·龙光玖誉城翰城 3室2厅 南,1500,江南区-经开区-龙光玖誉城翰城,3室2厅2卫,89.00,南,https://nn.zu.ke.com/zufang/NN2053104860919758848.html
整租·凤岭在水一方 3室2厅 南,1900,青秀区-凤岭北-凤岭在水一方,3室2厅1卫,90.00,南,https://nn.zu.ke.com/zufang/NN2053167288462344192.html
整租·丽景豪庭 3室2厅 南,2500,青秀区-金湖-丽景豪庭,3室2厅2卫,105.00,南,https://nn.zu.ke.com/zufang/NN2053154491011694592.html
整租·绿地中央广场二期 4室2厅 东南,5000,青秀区-青秀万达-绿地中央广场二期,4室2厅2卫,165.00,东南,https://nn.zu.ke.com/zufang/NN2053114222883110912.html
整租·世茂茂御府 3室2厅 南,1400,邕宁区-龙岗-世茂茂御府,3室2厅1卫,79.00,南,https://nn.zu.ke.com/zufang/NN2053122544638099456.html
整租·碧桂园天玺湾 3室2厅 南,1800,良庆区-玉洞-碧桂园天玺湾,3室2厅2卫,100.00,南,https://nn.zu.ke.com/zufang/NN2053010234422591488.html
整租·莱茵湖畔 2室2厅 北,1900,青秀区-琅东-莱茵湖畔,2室2厅1卫,93.00,北,https://nn.zu.ke.com/zufang/NN2053045751985995776.html
整租·建发五象印月 3室2厅 南/北,4000,良庆区-五象湖-建发五象印月,3室2厅2卫,108.00,N/A,https://nn.zu.ke.com/zufang/NN2053055074623553536.html
整租·城市杰座 1室1厅 东南,1600,青秀区-金湖-城市杰座,1室1厅1卫,58.00,东南,https://nn.zu.ke.com/zufang/NN2053067581371187200.html
整租·云星钱隆天下北区 3室2厅 南,3000,青秀区-金湖-云星钱隆天下北区,3室2厅2卫,101.00,南,https://nn.zu.ke.com/zufang/NN2053008519002587136.html
整租·万达广场 1室1厅 复式 西,2800,江南区-白沙星光-万达广场,1室1厅1卫,60.00,西,https://nn.zu.ke.com/zufang/NN2053065408881098752.html
整租·利海亚洲国际 1室0厅 南,1500,青秀区-东盟商务区-利海亚洲国际,1室0厅1卫,54.00,南,https://nn.zu.ke.com/zufang/NN2053054220747145216.html
整租·建发央玺 3室2厅 南/北,3680,良庆区-五象湖-建发央玺,3室2厅2卫,105.93,N/A,https://nn.zu.ke.com/zufang/NN2053047796793081856.html
整租·万科第五园 5室2厅 南/北,2700,兴宁区-兴宁东-万科第五园,5室2厅3卫,179.00,N/A,https://nn.zu.ke.com/zufang/NN2024788326900301824.html
整租·和润园 5室2厅 南,7000,青秀区-东盟商务区-和润园,5室2厅2卫,167.00,南,https://nn.zu.ke.com/zufang/NN2024792895550128128.html
整租·中南紫云集（北区） 3室1厅 南,1600,良庆区-玉洞-中南紫云集（北区）,3室1厅2卫,98.00,南,https://nn.zu.ke.com/zufang/NN2024805207828856832.html
整租·龙光世纪中心 3室1厅 南,8300,青秀区-东盟商务区-龙光世纪中心,3室1厅1卫,134.00,南,https://nn.zu.ke.com/zufang/NN2024792440543641600.html
整租·怡景苑 2室2厅 南,1000,青秀区-仙葫-怡景苑,2室2厅1卫,65.00,南,https://nn.zu.ke.com/zufang/NN2025091505575690240.html
整租·秀山花园 3室2厅 东,2800,青秀区-东盟商务区-秀山花园,3室2厅2卫,131.00,东,https://nn.zu.ke.com/zufang/NN2025116896960970752.html
整租·天池山小区 3室2厅 南,1200,青秀区-仙葫-天池山小区,3室2厅2卫,138.00,南,https://nn.zu.ke.com/zufang/NN2025131992844075008.html
整租·联盟新城 6室2厅 北,6000,青秀区-东盟商务区-联盟新城,6室2厅2卫,165.00,北,https://nn.zu.ke.com/zufang/NN2025155820466995200.html
整租·莱茵湖畔 1室1厅 南,8500,青秀区-琅东-莱茵湖畔,1室1厅0卫,60.00,南,https://nn.zu.ke.com/zufang/NN2025413895891451904.html
整租·阳光城半山湾 5室2厅 南,3000,青秀区-仙葫-阳光城半山湾,5室2厅2卫,130.00,南,https://nn.zu.ke.com/zufang/NN2025412936738013184.html
整租·云创谷 1室1厅 北,1600,良庆区-五象湖-云创谷,1室1厅1卫,35.00,北,https://nn.zu.ke.com/zufang/NN2025178246542262272.html
整租·阳光城光明湖畔苑 3室2厅 东南/南,1800,良庆区-五象湖-阳光城光明湖畔苑,3室2厅2卫,100.00,N/A,https://nn.zu.ke.com/zufang/NN2025430123590713344.html
整租·联盟新城 4室2厅 南/北,7500,青秀区-东盟商务区-联盟新城,4室2厅2卫,180.00,N/A,https://nn.zu.ke.com/zufang/NN2025463516588146688.html
整租·嘉州华都 3室2厅 南,1800,西乡塘区-西大-嘉州华都,3室2厅2卫,126.00,南,https://nn.zu.ke.com/zufang/NN2025424305893933056.html
整租·彰泰城B区 1室1厅 南,1500,良庆区-五象核心区-彰泰城B区,1室1厅1卫,40.00,南,https://nn.zu.ke.com/zufang/NN2025485829488508928.html
整租·万科城 1室1厅 南,1600,青秀区-凤岭北-万科城,1室1厅1卫,26.00,南,https://nn.zu.ke.com/zufang/NN2025501803772116992.html
整租·云星时代广场 1室1厅 北,1200,良庆区-五象核心区-云星时代广场,1室1厅1卫,40.00,北,https://nn.zu.ke.com/zufang/NN2025156180166311936.html
整租·云创谷 2室2厅 西,4500,良庆区-五象湖-云创谷,2室2厅2卫,104.00,西,https://nn.zu.ke.com/zufang/NN2025406753033682944.html
整租·天誉城 1室1厅 复式 南,1400,良庆区-五象文旅-天誉城,1室1厅1卫,30.00,南,https://nn.zu.ke.com/zufang/NN2025215651156590592.html
